,Brand Name,OS,Ram Type,RAM,Processor,GPU,Warranty,ScreenSize,Disk Type,DISK SIZE,Price
700,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,39991
701,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,196990
702,Infinix,Window,Others,16,Intel,Others,1,15.6,SSD,512,49990
703,Lenovo,Window,DDR4,16,Intel,Others,2,15.6,SSD,1024,157990
704,ASUS,Window,DDR5,16,Intel,Others,1,15.6,SSD,512,92991
705,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,171991
706,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,38706
707,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,85990
708,ASUS,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,44991
709,ASUS,Window,Others,16,AMD,Others,1,15.6,SSD,1024,151991
710,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,35590
711,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,150990
712,ASUS,Window,Others,16,Intel,Others,2,14.0,SSD,1024,233991
713,DELL,Window,DDR5,16,Intel,Others,1,15.6,SSD,512,76591
714,HP,Window,DDR4,16,AMD,AMD,1,15.6,SSD,512,90000
715,ASUS,Others,Others,4,Intel,Others,1,14.0,SSD,128,23491
716,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,73490
717,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,194991
718,ASUS,Window,Others,16,Intel,Others,1,14.0,SSD,512,125991
719,Lenovo,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,50990
