,Brand Name,OS,Ram Type,RAM,Processor,GPU,Warranty,ScreenSize,Disk Type,DISK SIZE,Price
671,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
672,ASUS,Window,DDR4,8,Intel,Others,1,14.0,HDD,1024,10.37321
673,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.570829
674,HP,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.141731
675,DELL,Window,DDR4,8,Intel,Others,1,15.6,SSD,256,10.671069
676,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
677,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
678,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.951122
679,ASUS,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,11.097274
680,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
681,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
682,DELL,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.806673
683,DELL,Window,DDR5,16,Intel,Others,1,15.6,SSD,512,12.309419
684,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.211699
685,DELL,Window,DDR4,16,AMD,AMD,1,15.6,SSD,512,11.264349
686,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
687,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
688,Others,Window,DDR4,16,Intel,NVIDIA,1,15.6,SSD,1024,12.277421
689,Others,Window,DDR4,16,Intel,NVIDIA,1,15.6,SSD,512,12.206028
690,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
691,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
692,DELL,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.78058
693,DELL,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,10.866948
694,ASUS,Window,DDR5,16,Intel,Others,1,15.6,SSD,1024,12.100662
695,ASUS,Others,Others,4,Intel,Others,1,14.0,SSD,128,10.165505
696,Lenovo,Window,DDR4,8,Intel,Others,2,14.0,SSD,256,10.51843
697,Lenovo,Window,DDR4,8,Intel,Others,2,15.6,SSD,512,10.59641
698,DELL,Window,DDR4,16,Intel,Others,1,14.0,SSD,512,11.297452
699,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,11.957554
700,RedmiBook,Window,DDR4,8,Intel,Others,1,15.6,SSD,512,10.59641
701,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.190913
702,Infinix,Window,Others,16,Intel,Others,1,15.6,SSD,512,10.819598
703,Lenovo,Window,DDR4,16,Intel,Others,2,15.6,SSD,1024,11.970293
704,ASUS,Window,DDR5,16,Intel,Others,1,15.6,SSD,512,11.440258
705,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.055198
706,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.56375
707,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.361998
708,ASUS,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,10.714218
709,ASUS,Window,Others,16,AMD,Others,1,15.6,SSD,1024,11.931577
710,Lenovo,Window,DDR4,8,AMD,AMD,2,15.6,SSD,512,10.479848
711,ASUS,Window,DDR4,16,AMD,Others,1,15.6,SSD,1024,11.924975
712,ASUS,Window,Others,16,Intel,Others,2,14.0,SSD,1024,12.363038
713,DELL,Window,DDR5,16,Intel,Others,1,15.6,SSD,512,11.246235
714,HP,Window,DDR4,16,AMD,AMD,1,15.6,SSD,512,11.407576
715,ASUS,Others,Others,4,Intel,Others,1,14.0,SSD,128,10.064373
716,Lenovo,Window,DDR4,8,AMD,AMD,1,15.6,SSD,512,11.204918
717,ASUS,Window,DDR5,16,AMD,Others,1,15.6,SSD,1024,12.180709
718,ASUS,Window,Others,16,Intel,Others,1,14.0,SSD,512,11.743966
719,Lenovo,Window,DDR4,8,Intel,Others,1,15.6,HDD,1024,10.839404
